Transaction ID,Date,Customer ID,Product Category,Quantity,Price per Unit,Total Amount,Age,Gender,Item Purchased,Location,Season,Review Rating,Discount Applied,Frequency of Purchases,Store ID,Category,Weather Condition,Seasonality,is_holiday,holiday_name,Age Group,holiday_sales_boost,weather_impact,Avg Spend,Repeat Purchases,customer_segment
1,2023-11-24,CUST001,Beauty,3,50,150,55,Male,Blouse,Kentucky,Winter,3.1,Yes,Fortnightly,S005,Toys,Cloudy,Winter,False,No Holiday,51-60,0,1.0,150.0,1,1
1,2023-11-24,CUST001,Beauty,3,50,150,55,Male,Blouse,Kentucky,Winter,3.1,Yes,Fortnightly,S005,Electronics,Rainy,Winter,False,No Holiday,51-60,0,0.8,150.0,1,1
1,2023-11-24,CUST001,Beauty,3,50,150,55,Male,Blouse,Kentucky,Winter,3.1,Yes,Fortnightly,S005,Groceries,Sunny,Winter,False,No Holiday,51-60,0,1.1,150.0,1,1
1,2023-11-24,CUST001,Beauty,3,50,150,55,Male,Blouse,Kentucky,Winter,3.1,Yes,Fortnightly,S005,Furniture,Sunny,Winter,False,No Holiday,51-60,0,1.1,150.0,1,1
1,2023-11-24,CUST001,Beauty,3,50,150,55,Male,Blouse,Kentucky,Winter,3.1,Yes,Fortnightly,S005,Furniture,Cloudy,Winter,False,No Holiday,51-60,0,1.0,150.0,1,1
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S001,Furniture,Cloudy,Winter,False,No Holiday,18-30,0,1.0,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S001,Furniture,Rainy,Winter,False,No Holiday,18-30,0,0.8,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S001,Toys,Snowy,Winter,False,No Holiday,18-30,0,0.7,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S001,Groceries,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S002,Groceries,Snowy,Winter,False,No Holiday,18-30,0,0.7,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S002,Toys,Rainy,Winter,False,No Holiday,18-30,0,0.8,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S002,Electronics,Snowy,Winter,False,No Holiday,18-30,0,0.7,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S002,Electronics,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Toys,Cloudy,Winter,False,No Holiday,18-30,0,1.0,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Groceries,Cloudy,Winter,False,No Holiday,18-30,0,1.0,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Clothing,Cloudy,Winter,False,No Holiday,18-30,0,1.0,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Furniture,Rainy,Winter,False,No Holiday,18-30,0,0.8,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Electronics,Rainy,Winter,False,No Holiday,18-30,0,0.8,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Furniture,Snowy,Winter,False,No Holiday,18-30,0,0.7,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S003,Electronics,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S004,Electronics,Snowy,Winter,False,No Holiday,18-30,0,0.7,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S004,Groceries,Rainy,Winter,False,No Holiday,18-30,0,0.8,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S004,Toys,Rainy,Winter,False,No Holiday,18-30,0,0.8,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S005,Furniture,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S005,Clothing,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S005,Clothing,Cloudy,Winter,False,No Holiday,18-30,0,1.0,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S005,Electronics,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S005,Groceries,Sunny,Winter,False,No Holiday,18-30,0,1.1,1000.0,1,0
2,2023-02-27,CUST002,Clothing,2,500,1000,19,Male,Sweater,Maine,Winter,3.1,Yes,Fortnightly,S005,Toys,Snowy,Winter,False,No Holiday,18-30,0,0.7,1000.0,1,0
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S001,Toys,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S001,Electronics,Rainy,Spring,False,No Holiday,41-50,0,0.8,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S001,Groceries,Rainy,Spring,False,No Holiday,41-50,0,0.8,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S001,Clothing,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S001,Furniture,Sunny,Spring,False,No Holiday,41-50,0,1.1,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S002,Groceries,Cloudy,Spring,False,No Holiday,41-50,0,1.0,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S002,Electronics,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S003,Toys,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S003,Toys,Sunny,Spring,False,No Holiday,41-50,0,1.1,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S003,Furniture,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S004,Furniture,Cloudy,Spring,False,No Holiday,41-50,0,1.0,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S004,Electronics,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S004,Electronics,Rainy,Spring,False,No Holiday,41-50,0,0.8,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S004,Groceries,Cloudy,Spring,False,No Holiday,41-50,0,1.0,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S005,Electronics,Snowy,Spring,False,No Holiday,41-50,0,0.7,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S005,Toys,Sunny,Spring,False,No Holiday,41-50,0,1.1,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S005,Groceries,Sunny,Spring,False,No Holiday,41-50,0,1.1,30.0,1,1
3,2023-01-13,CUST003,Electronics,1,30,30,50,Male,Jeans,Massachusetts,Spring,3.1,Yes,Weekly,S005,Furniture,Cloudy,Spring,False,No Holiday,41-50,0,1.0,30.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S001,Toys,Cloudy,Spring,False,No Holiday,18-30,0,1.0,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S001,Groceries,Snowy,Spring,False,No Holiday,18-30,0,0.7,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S001,Clothing,Rainy,Spring,False,No Holiday,18-30,0,0.8,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S002,Furniture,Snowy,Spring,False,No Holiday,18-30,0,0.7,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S002,Clothing,Sunny,Spring,False,No Holiday,18-30,0,1.1,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S002,Groceries,Rainy,Spring,False,No Holiday,18-30,0,0.8,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S002,Groceries,Sunny,Spring,False,No Holiday,18-30,0,1.1,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S003,Groceries,Sunny,Spring,False,No Holiday,18-30,0,1.1,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S003,Toys,Snowy,Spring,False,No Holiday,18-30,0,0.7,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S003,Clothing,Rainy,Spring,False,No Holiday,18-30,0,0.8,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S004,Electronics,Rainy,Spring,False,No Holiday,18-30,0,0.8,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S004,Toys,Rainy,Spring,False,No Holiday,18-30,0,0.8,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S004,Toys,Cloudy,Spring,False,No Holiday,18-30,0,1.0,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S005,Groceries,Cloudy,Spring,False,No Holiday,18-30,0,1.0,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S005,Clothing,Rainy,Spring,False,No Holiday,18-30,0,0.8,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S005,Electronics,Snowy,Spring,False,No Holiday,18-30,0,0.7,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S005,Furniture,Snowy,Spring,False,No Holiday,18-30,0,0.7,500.0,1,1
4,2023-05-21,CUST004,Clothing,1,500,500,21,Male,Sandals,Rhode Island,Spring,3.5,Yes,Weekly,S005,Groceries,Sunny,Spring,False,No Holiday,18-30,0,1.1,500.0,1,1
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S001,Toys,Cloudy,Spring,False,No Holiday,51-60,0,1.0,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S001,Groceries,Snowy,Spring,False,No Holiday,51-60,0,0.7,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S001,Clothing,Rainy,Spring,False,No Holiday,51-60,0,0.8,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S002,Furniture,Snowy,Spring,False,No Holiday,51-60,0,0.7,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S002,Clothing,Sunny,Spring,False,No Holiday,51-60,0,1.1,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S002,Groceries,Rainy,Spring,False,No Holiday,51-60,0,0.8,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S002,Groceries,Sunny,Spring,False,No Holiday,51-60,0,1.1,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S003,Groceries,Sunny,Spring,False,No Holiday,51-60,0,1.1,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S003,Toys,Snowy,Spring,False,No Holiday,51-60,0,0.7,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S003,Clothing,Rainy,Spring,False,No Holiday,51-60,0,0.8,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S004,Electronics,Rainy,Spring,False,No Holiday,51-60,0,0.8,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S004,Toys,Rainy,Spring,False,No Holiday,51-60,0,0.8,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S004,Toys,Cloudy,Spring,False,No Holiday,51-60,0,1.0,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S005,Groceries,Cloudy,Spring,False,No Holiday,51-60,0,1.0,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S005,Clothing,Rainy,Spring,False,No Holiday,51-60,0,0.8,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S005,Electronics,Snowy,Spring,False,No Holiday,51-60,0,0.7,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S005,Furniture,Snowy,Spring,False,No Holiday,51-60,0,0.7,1500.0,1,2
647,2023-05-21,CUST647,Clothing,3,500,1500,51,Male,Boots,Indiana,Spring,4.9,Yes,Bi-Weekly,S005,Groceries,Sunny,Spring,False,No Holiday,51-60,0,1.1,1500.0,1,2
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S001,Toys,Cloudy,Spring,False,No Holiday,41-50,0,1.0,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S001,Groceries,Snowy,Spring,False,No Holiday,41-50,0,0.7,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S001,Clothing,Rainy,Spring,False,No Holiday,41-50,0,0.8,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S002,Furniture,Snowy,Spring,False,No Holiday,41-50,0,0.7,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S002,Clothing,Sunny,Spring,False,No Holiday,41-50,0,1.1,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S002,Groceries,Rainy,Spring,False,No Holiday,41-50,0,0.8,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S002,Groceries,Sunny,Spring,False,No Holiday,41-50,0,1.1,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S003,Groceries,Sunny,Spring,False,No Holiday,41-50,0,1.1,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S003,Toys,Snowy,Spring,False,No Holiday,41-50,0,0.7,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S003,Clothing,Rainy,Spring,False,No Holiday,41-50,0,0.8,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S004,Electronics,Rainy,Spring,False,No Holiday,41-50,0,0.8,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S004,Toys,Rainy,Spring,False,No Holiday,41-50,0,0.8,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S004,Toys,Cloudy,Spring,False,No Holiday,41-50,0,1.0,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S005,Groceries,Cloudy,Spring,False,No Holiday,41-50,0,1.0,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S005,Clothing,Rainy,Spring,False,No Holiday,41-50,0,0.8,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S005,Electronics,Snowy,Spring,False,No Holiday,41-50,0,0.7,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S005,Furniture,Snowy,Spring,False,No Holiday,41-50,0,0.7,900.0,1,0
911,2023-05-21,CUST911,Electronics,3,300,900,49,Male,Hoodie,South Carolina,Spring,3.4,Yes,Monthly,S005,Groceries,Sunny,Spring,False,No Holiday,41-50,0,1.1,900.0,1,0
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S001,Electronics,Rainy,Spring,False,No Holiday,41-50,0,0.8,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S001,Groceries,Rainy,Spring,False,No Holiday,41-50,0,0.8,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S001,Electronics,Sunny,Spring,False,No Holiday,41-50,0,1.1,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S002,Furniture,Rainy,Spring,False,No Holiday,41-50,0,0.8,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S002,Toys,Sunny,Spring,False,No Holiday,41-50,0,1.1,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S002,Clothing,Rainy,Spring,False,No Holiday,41-50,0,0.8,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S002,Electronics,Rainy,Spring,False,No Holiday,41-50,0,0.8,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S003,Groceries,Sunny,Spring,False,No Holiday,41-50,0,1.1,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S003,Clothing,Cloudy,Spring,False,No Holiday,41-50,0,1.0,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S003,Groceries,Cloudy,Spring,False,No Holiday,41-50,0,1.0,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S003,Clothing,Rainy,Spring,False,No Holiday,41-50,0,0.8,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S003,Electronics,Snowy,Spring,False,No Holiday,41-50,0,0.7,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S003,Furniture,Snowy,Spring,False,No Holiday,41-50,0,0.7,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S004,Furniture,Snowy,Spring,False,No Holiday,41-50,0,0.7,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S004,Toys,Sunny,Spring,False,No Holiday,41-50,0,1.1,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S005,Electronics,Sunny,Spring,False,No Holiday,41-50,0,1.1,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S005,Clothing,Sunny,Spring,False,No Holiday,41-50,0,1.1,100.0,1,1
5,2023-05-06,CUST005,Beauty,2,50,100,45,Male,Blouse,Oregon,Spring,2.7,Yes,Annually,S005,Furniture,Snowy,Spring,False,No Holiday,41-50,0,0.7,100.0,1,1
